R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,
33085747,32014051,31907199,31901819,31907194,32388117,31856762,32005385,31925057,32111526,32089903,31923156,31936785,32039579,31892079,31922361,32030470,31819104,31925770,31914492,31904257,31884222,31888031,32712443,31902790,31942298,31952669,31955893,31931612,31992320,31940017,31983027,32011732,32121113,31957090,31963467,31893215,31954055,32089275,31990484,32097819,32225533,31931449,31909832,31934222,31905651,31914741,31922265,31855864,31948360,
33691703,32834106,32814953,32666925,32751288,32731645,32696769,32677568,33166907,32656465,32612906,32678818,32940283,32926702,32636921,32694578,32967378,32901895,32633632,32727102,32617030,32741680,32998579,32646297,32913299,33243717,33190006,32920101,32677897,32603477,32631563,32742954,32615848,32953701,32692913,34236139,32719324,32607777,32706057,32690744,32683523,33045370,32905268,34086089,33481270,32904253,32838178,32621317,33010838,32612696,
34760623,33472849,33527498,33991595,33240274,33257299,33274838,33386128,33322252,33641690,33766921,33584746,33853987,33740188,33268431,33548105,33327758,33325827,33510169,33333658,33988709,33403882,33328424,33269509,33337952,33302643,33553030,33374791,33863383,35219080,33383960,33312348,33355562,33389409,33230105,33499079,33300852,33349274,34618885,33324759,33357149,33322914,33397897,33287223,33283613,33863744,33290432,33283033,33313049,33333197,
35081600,34120653,34005029,34030796,33983340,33936611,33982091,33966990,33988216,34048616,33948323,34023630,34411623,34035383,33922468,34032586,34044102,33975080,34055378,34036133,34062040,34067550,34029658,33975128,34002739,34159281,34135995,33958663,33933403,34320672,34020032,34028174,33974585,33949337,34006983,34076631,33981339,33982451,33997838,33955083,34039078,34112863,33968919,34044329,34119385,34076499,34153757,33996812,33976548,34087332,
35799941,34755907,34783201,34679949,34721237,34759846,34590171,34595651,34671373,34612676,34600680,34723734,34987272,34700301,34633335,34679845,34775610,34684690,34709410,34736106,34685919,34849661,34717740,34600423,34835517,34789306,34692291,34641042,34712019,35093917,34629582,34674656,34688140,34689511,34643601,34798018,34844653,34648249,34632512,34748623,34635918,34874020,34587042,34562785,34569090,34994644,34852697,34757410,34769965,34675457,
36446194,35474043,35363187,35334991,35349204,35367562,35364663,35287023,35331983,35352938,35375819,35373217,35916418,35349399,35359926,35351719,35334826,35335117,35341020,35418245,35468797,35346212,35369535,35388665,35406610,35535138,35377614,35719860,35456135,35265159,35311740,35355047,35311081,35324934,35382203,35313495,35392821,35350507,35350884,35362254,35487406,35381424,35358169,35386021,35541550,35375861,35527995,35360494,35372978,35407802,
36952423,36092478,36326360,36325792,35993907,36022202,36356630,36260945,36132315,36031360,36040257,36084911,36114198,36061491,36156413,36029554,36452914,36357229,36117657,36323424,35995936,36013529,36086599,36036737,36015959,36136614,36294843,36025379,36153069,36126736,36166577,36033065,36383623,36169563,36102150,36035519,36039556,36065345,36118520,36144749,36174992,36064557,36056254,36062073,36092682,36016337,36107321,36091385,36518584,36202740,
37731009,36985096,36845355,36801230,36816571,36797076,36771143,36806177,36874517,36788493,36773668,36790979,36762033,37434567,37037538,36777663,36806817,36821921,37300656,36725151,36906059,37263320,37106679,36829300,36829184,36815505,37042517,36980979,36949235,37467861,36803706,36765022,36641747,36909255,36843838,36824188,36823685,36814512,36670173,36718791,36736887,37017654,36924313,36708871,36898820,37206604,36757800,36885869,36812913,36857775,
38881417,37509002,37515690,37589512,37480439,37500948,37516368,37877711,37655837,37458641,37957517,37435542,37476797,37476222,37451640,37532260,37498085,37476675,37512071,37778216,37601845,37486102,37453657,37498406,37482113,38281229,37599114,37499760,37528121,37449537,37630811,37564276,37553422,37451366,37582554,37520673,37492700,37455167,37823128,37485043,37735601,38235662,37696743,37468174,37524119,37476159,37572891,37617102,37488421,37531932,
39584029,38269762,38408222,38170170,38237425,38264451,38740769,38206348,38222287,38239393,38202252,38222875,38469646,38444632,38117481,38278948,38169421,38275424,38230277,38180307,38257650,38628685,38239592,38282662,38380289,38475267,38318632,38221035,38337847,38197755,38173843,38192864,38193471,38408685,38211778,38260054,38574106,38293331,38158563,38185424,38261314,38124526,38216870,38280287,38229775,38205951,38281565,38230159,38260301,38301374,
39659175,39579862,39114591,48408348,38955323,39032751,38961308,38946290,38959836,38930788,38922020,39578084,39017955,39047643,38951532,38902676,39555206,39045058,38848252,38983567,39072813,39161606,39256554,39067354,38997022,39045239,38986701,39110599,39167444,39194328,39136142,39197688,38968808,39057576,39040585,39118814,39075665,38965291,39059772,38984808,38921091,38953563,39089040,39269498,39024612,39287652,38967898,39007921,38904767,39244356,
41169973,39777328,39851960,39822319,39617326,40206783,40029406,39720326,39876314,40033329,40248114,39888329,39641791,39778570,39668616,39588879,39845911,39704550,39683099,39729100,39665279,39755397,39676294,39780775,40060016,39644502,39815171,39816006,39807010,39694492,39790897,39707851,39645421,39762835,39720680,39731660,39773536,39813905,39969761,40028687,39687858,39897673,40084562,39835841,39814750,39863027,39843638,39842746,39781798,39657540,
41883103,40854469,40437188,40579949,40507040,40502089,40486137,40491717,40839033,40518241,40402725,40634983,40435301,40563288,41143625,40559561,40555459,40691180,40458086,40439535,40591084,40493775,40633113,40410544,40544331,40401109,40474133,40524558,41085448,40454783,40625012,40352105,40586239,40813665,40671881,40757240,40628079,40566007,40788803,40868225,41525167,40555679,40586602,40657667,40871976,40818482,41087363,40547966,40671933,40547389,
42390655,41260225,41461636,41336217,41309227,41144001,41305657,41568650,41237742,41265121,41111682,41217106,41211399,41315647,41239380,41217257,41324977,41260707,41347992,41246349,41193284,41559673,41529866,41272660,41229784,41282394,41203644,41143987,41201795,41276937,41445947,41653394,41251054,41313237,41199828,41655867,41197396,41270038,41272063,41229624,41308664,41250967,41250340,41275549,41230709,41131528,41224847,41260537,41223461,41876881,
43307337,42041448,42042943,42049448,42023663,42028301,42121252,42018689,42217449,42115691,42034575,42098297,42282150,42200025,42032581,41989803,42029069,41978868,42081888,41963820,42087723,42056080,42021191,42448174,41992885,42082005,42329738,42126615,42200860,41926409,42001931,42043187,42038514,41983116,42123738,41985893,42003398,42041637,42147023,42192771,42409296,42223168,41949869,42026142,42137599,42080447,41933118,42146351,42065378,41985147,
43947548,42879029,42834797,42927893,43813440,42883652,42933259,42841690,42861461,42767088,42780545,42763987,42781895,42824924,42765182,42817188,43096422,43534876,42815531,42873729,42963500,42813063,43099751,42867315,42864378,42946140,42922081,42787543,43131449,42949461,42974978,43468322,42859042,42806663,42780216,42775343,42733193,42856021,42813535,42695061,42923471,42827862,42929048,42890130,43789139,42801156,42825612,42860041,42822941,42835102,
44838299,43792783,43574361,43571477,43669982,43668900,43596592,43577012,44040579,43508807,43483752,43472653,43555141,43817134,43715443,43697750,43710555,43586390,43703358,43792366,43911358,44355400,43666904,43547477,43593017,43621914,43501525,43537395,43537676,43776660,43658580,43845663,43606836,43587840,43964059,43594547,43713107,43663259,43661570,43529644,43576783,43639850,43638332,43720023,43627202,43969969,43767389,44068791,43583856,43787218,
45406184,44463722,44355869,44343689,44347523,44370767,44419527,44323531,44506000,44483788,44369975,44427031,44435435,45032776,44283468,44491355,44479677,44428500,44495014,44426308,44512540,44807409,44350618,44757846,44281818,44434876,44802764,44512774,44434439,44425799,44399436,44347810,44454370,44344025,44309314,44391586,44301332,44525241,44368879,44842172,44367162,44563855,44429309,44567584,44491514,44452218,44568293,44325934,44507510,44376688,
46447230,45255893,45753702,45101313,45332745,45308025,45225159,45299234,45217706,45326224,45295650,45312062,45261448,45538960,45540819,45798499,45168744,45126805,45169543,45096394,45292595,45228307,45185835,45166510,45322724,45156140,45210650,45281979,45689028,45281407,45296814,45209942,45156178,45317788,45290697,45186773,45134370,45333261,45186898,45180209,45696273,45279068,45482075,45203949,45287465,45253296,45319454,45174988,45323085,45293342,
47263761,46076553,46082458,46754632,46015252,46057715,46140334,46078429,46136265,46075506,46131868,46006731,46045632,46031416,46051679,45975511,46427298,46020186,46029486,46059010,46131100,46035373,46077584,46122260,46077220,45993690,46064700,46053654,46356745,46154675,46068520,46082014,46000868,46019657,46013249,46021197,46014040,46028554,45932670,46029536,45979192,46565981,46005894,46179071,45990540,46060968,46062173,46192666,46092826,46377893,
47877104,47149387,46885534,46949890,47480572,46883582,47042754,46866080,46911060,47377437,46891404,46775106,46855451,46779168,46905306,46930323,47278720,46918417,46858704,46952535,46677653,46751735,46978891,46876019,47200855,46887485,46839106,46943355,47394768,47015035,46841438,46975471,47117131,46868254,47076391,46832067,46891024,46894887,46803865,47032932,46987310,47413543,46806527,46888734,46841502,46946625,46900442,46948302,47265872,46815661,
49175055,47890921,47740761,48138394,47581507,47704252,47781583,47819644,47685611,47685094,47750999,47714751,47716181,47782511,47773658,48175743,47773850,47931803,48401144,47870022,47757126,47753749,47722623,47934667,47797807,47793456,47683893,48132378,47902368,47783935,47783922,47610816,47944406,47750490,47828233,47784931,47796129,47721265,48166601,47631827,47795255,47667454,47902740,47688773,57639469,47699230,47865578,47684672,47742238,47684705,
49565563,48628216,48616322,48779072,48670984,48884711,48679176,48525703,48488082,49399370,48546875,48512185,49138414,48421580,48510649,48420437,48492715,48419364,48652554,48559274,48731972,48859399,48912344,48589683,48988613,48882191,48568679,48558907,48680217,48586694,48546532,48642283,48643078,48651502,48622207,48604716,49185465,48659693,48566487,48892474,48642339,48649569,48520341,48527317,48745394,48946804,48752268,48646777,49189576,48588809,
50629452,49538199,49693140,49474675,49389558,49611360,49363113,49604273,49515782,49896671,49604559,49477990,49441614,49404657,49320615,49475474,49454516,49621732,49422685,49416148,49527580,50184507,49497835,49549178,49409571,49864843,49306398,49496694,49517900,49531824,49461814,49513279,49366937,50254333,49567014,49531195,49399466,49555155,49367024,49532408,49914079,49483391,49437648,49591678,49409186,50061339,49490165,49573160,49491794,49496932,
51280718,50314850,50289011,50274157,50402101,50591700,51118356,50374997,50305441,50330833,50444916,50399305,50232131,50261621,50587725,50325454,50326713,50473883,50917970,50355812,50450544,50475547,50340187,50329820,50455774,50399908,50358530,50382376,50331463,50628262,50323882,50302192,50436893,50266844,50331222,50311081,50796451,50371498,50940071,50349579,50446732,50639298,50785272,50330868,50815931,50337878,50430765,50554546,50638597,50255518,
53102112,51255034,51839702,51335646,51631894,51233069,51922268,51188070,51321817,51181915,51433712,51078505,51901603,51217337,51826091,51350510,51977104,51390051,52005074,51341682,51565302,51364487,51498888,51333172,53228733,51829294,51295477,51300908,51540538,51254934,52865728,51253167,51208480,51292995,51229931,51180486,52444593,51178610,51307546,51390294,51606519,51083289,51870731,51224504,51396766,51532139,51636415,51453806,52506819,51188138,
53387463,52202496,52285431,52123450,53812278,52293967,52204530,52270799,52288203,55496731,52183936,52117373,52340398,52150192,52047699,52769516,52356154,52270498,52307938,52334621,52313796,52384853,52373999,52095566,52504207,52404185,52075087,52549665,52445758,52373925,52257491,52234838,52111300,52163168,52121386,52256277,52164226,52075519,52182132,52189092,61132723,52119629,52162266,52414756,52313488,52181079,52259431,52209137,52126369,52221298,
54139636,53041264,53506418,52925661,53473759,53300271,53393135,53050072,52850288,52870775,53083353,53469268,52975770,53059544,53116117,53008559,53194467,53024081,53071321,53021803,53011668,52950573,53471729,53134358,53057023,53002730,53012393,53040540,53228912,53135633,53025508,53259895,53123993,53808327,53126123,53053586,53013343,53084354,53116713,53051832,53064187,53122728,53045080,53133409,53758247,53534337,53087529,52971639,53028288,53021054,
55374577,54109993,54008901,53894486,54122427,54126346,53993014,54002518,54135792,53985054,53796132,54011887,53937931,53875508,53984706,54457010,54010847,53904849,54077954,54232158,53992109,54162827,54164104,53917573,54056550,53923670,54533385,53968925,54271923,54168028,54000681,54184595,53868950,54073711,53878639,53924585,53852233,54600512,54044017,53839862,53936042,53948828,54270781,53822462,54121313,54041814,54144031,53859816,54798082,53954239,
56025465,54934297,54879293,54828384,55035425,55181869,54986700,55073607,55487569,54805883,54952301,54845342,54895186,54868690,54981732,54942113,54900419,54808621,54942407,55162312,54801766,54741985,55012142,54775920,55158496,54804435,54880046,54853857,54904136,54908493,55487320,54828603,54897894,54820142,54983682,54878721,54804585,54888443,55166870,55060909,55201488,55028544,55143988,55237936,55128142,54926586,54885947,54936269,54860478,55021379,
57300223,56376641,55821610,55753066,55847373,55879484,55767844,56003683,55870194,55811649,55917148,56324494,55913374,55773739,55722259,56049801,55834055,55830550,55913797,55778315,55855671,55754080,56523771,55839851,55969725,55878052,56009835,55838188,55784388,55870256,55826388,56167156,56487783,58983054,62371258,55645019,56093770,55786477,55822480,55809862,55747987,55774703,56076231,55811171,55829167,55847736,55835505,56234393,55893138,56050463,
57917457,56873974,57259156,56772273,56744359,57036579,56808762,56751323,56903262,56812569,57191871,56712440,56991344,56986965,56845338,57071975,56741807,56730383,56743687,56904568,57054712,56764942,56735550,56845117,56834703,56841112,56880226,56692421,56697179,56622015,56759200,57364392,56782780,56835204,56806294,56807175,56852908,56878192,56820610,56749812,56743189,57200564,56894029,56965039,56889890,56849053,56831458,57094278,56713222,56811457,
59052364,58354074,57874171,57891551,58144676,57830043,57949148,57742350,58032434,57961073,57930772,58529546,57651797,57725652,57684810,57787570,57755677,57790620,57674745,57772157,57762745,58399502,57698455,57867385,57660177,57767089,57897450,57719839,57792536,57724851,57920961,58324209,57979667,57745700,57882658,57790961,57684943,57765853,57710397,57689337,57777086,58072297,57664892,57689279,57729593,57779852,57726875,57681123,57713298,57732683,
59542067,58551344,59032264,58788799,58701403,58729876,58908222,58733736,58753884,58604369,58653049,58725350,58944944,58543676,58719341,59000070,58907587,58607626,58666633,58602244,58702503,59142991,58926526,58736910,58644288,58573629,58569314,58806464,59071707,58785744,58656234,59338450,58926895,58762237,58681102,58821820,58800964,58559473,58572395,58581123,58492712,59220035,58665501,58827139,58688785,58797132,58808529,58869443,58948668,58930551,
61041405,60172323,59681201,59750289,59633129,59584273,59556059,59683416,59621300,59839496,59911556,60097813,59802568,59776647,59556873,59644685,59688162,59568241,59625832,59641909,59657643,60114338,59665786,59648903,59630579,59783959,59705835,59621988,59844643,59881333,59989919,60442716,59684699,59673158,59644388,59653289,59600122,59757298,60066417,59752224,59801101,59609023,59605253,59718715,59675563,59730344,59717598,59661874,59709108,59612329,
61991883,60710802,60826169,60645216,60852526,60648813,60684459,60690048,60633404,61139745,60674612,60797899,60700646,60665680,60874728,60733000,60742118,60758542,60851708,61159350,60814829,60641009,60813077,60540871,60665108,60782573,60834364,60842470,60808923,61000376,60866288,60656934,60809539,60652945,60643248,60598070,60627153,60638028,61030486,60911796,60745993,61356182,61021356,60588460,60745235,60640575,60761448,60828876,61214189,60653252,
63151743,61804670,61903923,61737289,61690511,62319671,61562365,62383017,62022986,61687437,61845049,61806085,61950291,61707914,61672786,61641321,61619483,62313508,61668156,61977996,61727313,61919117,61839046,61875345,61830646,61746847,62388350,61860376,61874926,61673485,61813627,61780178,61711291,61731101,61708551,61778505,62084522,61671820,61707748,61685363,61662980,61804383,64689475,69253169,69952551,61963405,69092224,69104454,69226723,61871019,
63829075,62833098,62755122,62746985,63047551,62615399,62778510,62849750,62922946,62740336,62864335,62736007,62761720,63212408,62664288,62513612,62619253,62510540,62487775,62540695,62766313,62819187,62569595,63182304,62794419,62571999,62828497,62692238,62692762,62765300,62751508,62666612,63370235,62720308,62630751,62721137,62842188,62752529,62922165,62642767,62716751,63180133,62705270,62697251,62566496,62712922,62908235,62587849,62481806,62620016,
64844647,64598835,63803102,63763953,63627130,63752420,63678403,63846998,63699600,63771375,64060389,63804398,63662047,63911986,63776416,63779506,63655916,64037376,63700462,64444630,63679181,64045717,63622155,63772798,63589734,63764374,63634663,63725894,63841732,63990704,63721224,63620521,63692460,63843838,63968850,63723188,63675504,63677116,63801152,63762527,63765690,63653782,63751147,63685119,63733362,63727537,63782985,63657345,63836733,63914102,
66130500,64951283,64825437,65107535,65276075,64783371,64706456,64935049,64889798,65215786,64776913,64719141,64988086,64828030,64907443,64875472,64761385,64732148,65202549,64961675,64897974,65043499,64668407,64796479,64838463,64745306,64955816,65299641,64875135,64920169,64803442,65090159,65029327,64814247,64802318,64738046,65290442,64720860,64869420,64733524,64687553,64721072,64831353,64793678,64927083,65362369,64789626,64711646,64781041,64714349,
67115495,65786353,66026823,65789952,66826433,65850453,65750335,65877059,65722565,65823091,65876099,65852006,65799385,66453412,65728022,65842479,65959754,65932043,65924259,65886299,65946515,66232972,66527208,65925138,65766780,65940396,65965415,65856405,66072018,66031785,66071244,65741360,65842326,65749612,65752923,65647257,65993417,65823798,66208475,66116820,66453953,65923284,65841673,65725169,66030778,66017057,65931682,66058309,66362221,65778838,
